epoch,train_mse,val_mse
1,0.5661378962993622,0.25577008724212646
2,0.2761756153901418,0.21456673741340637
3,0.2494748257001241,0.19758549332618713
4,0.2347625384728114,0.19267146289348602
5,0.2279034852584203,0.19165031611919403
6,0.22417824625968932,0.1845250278711319
7,0.2225492782195409,0.1848965585231781
8,0.21796796290079753,0.1811612993478775
9,0.21710344851017,0.18011002242565155
10,0.21483974611759185,0.1795983910560608
11,0.2136182531118393,0.17857429385185242
12,0.213261346022288,0.17833544313907623
13,0.21410208257039387,0.1812392920255661
14,0.21239722967147828,0.1807323545217514
15,0.21143675625324249,0.1767997443675995
16,0.20982755009333293,0.17680366337299347
17,0.20867600735028585,0.17692439258098602
18,0.2089367866118749,0.1755920648574829
