source,model,case,lr_tag,group,series_count,smape,mase,naive_smape,naive_mase,forecast_dir,owa
deep_tsl,iTransformer,NN,lr0p0001,Weekly,359,12.06213,4.668492,9.161287,2.777295,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_NN_lr0p0001,1.498795
deep_tsl,iTransformer,NN,lr0p0001,Daily,4227,3.754782,4.118888,3.045252,3.278424,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_NN_lr0p0001,1.244679
deep_tsl,iTransformer,NN,lr0p0001,Hourly,414,34.164465,10.322887,18.382878,2.39504,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_NN_lr0p0001,3.084302
deep_tsl,iTransformer,NR,lr0p0001,Yearly,23000,14.337922,3.196842,16.342173,3.97436,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_NR_lr0p0001,0.840862
deep_tsl,iTransformer,NR,lr0p0001,Quarterly,24000,10.785664,1.289764,11.01157,1.371382,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_NR_lr0p0001,0.959984
deep_tsl,iTransformer,NR,lr0p0001,Monthly,48000,13.622669,1.039261,14.426829,1.063359,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_NR_lr0p0001,0.960799
deep_tsl,iTransformer,NR,lr0p0001,Weekly,359,12.06213,4.668492,9.161287,2.777295,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_NR_lr0p0001,1.498795
deep_tsl,iTransformer,NR,lr0p0001,Daily,4227,3.754782,4.118888,3.045252,3.278424,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_NR_lr0p0001,1.244679
deep_tsl,iTransformer,NR,lr0p0001,Hourly,414,34.316941,10.40008,18.382878,2.39504,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_NR_lr0p0001,3.104565
deep_tsl,iTransformer,RN,lr0p0001,Yearly,23000,110.221531,21.400196,16.342173,3.97436,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_RN_lr0p0001,6.064585
deep_tsl,iTransformer,RN,lr0p0001,Quarterly,24000,82.979129,11.251414,11.01157,1.371382,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_RN_lr0p0001,7.870032
deep_tsl,iTransformer,RN,lr0p0001,Monthly,48000,63.2077,7.321876,14.426829,1.063359,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_RN_lr0p0001,5.633434
deep_tsl,iTransformer,RN,lr0p0001,Weekly,359,81.135122,77.259483,9.161287,2.777295,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_RN_lr0p0001,18.337275
deep_tsl,iTransformer,RN,lr0p0001,Daily,4227,53.049885,56.934749,3.045252,3.278424,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_RN_lr0p0001,17.393512
deep_tsl,iTransformer,RN,lr0p0001,Hourly,414,40.817097,15.464881,18.382878,2.39504,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_RN_lr0p0001,4.338716
deep_tsl,iTransformer,RR,lr0p0001,Yearly,23000,110.221531,21.400196,16.342173,3.97436,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_RR_lr0p0001,6.064585
deep_tsl,iTransformer,RR,lr0p0001,Quarterly,24000,82.979129,11.251414,11.01157,1.371382,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_RR_lr0p0001,7.870032
deep_tsl,iTransformer,RR,lr0p0001,Monthly,48000,63.2077,7.321876,14.426829,1.063359,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_RR_lr0p0001,5.633434
deep_tsl,iTransformer,RR,lr0p0001,Weekly,359,81.135646,77.265141,9.161287,2.777295,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_RR_lr0p0001,18.338322
deep_tsl,iTransformer,RR,lr0p0001,Daily,4227,53.049885,56.934749,3.045252,3.278424,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_RR_lr0p0001,17.393512
deep_tsl,iTransformer,RR,lr0p0001,Hourly,414,40.86237,15.551317,18.382878,2.39504,analysis_input/m4_official_eval_extracted/m4_results/iTransformer_RR_lr0p0001,4.357992
