dataset,seq_len,pred_len,NN_OLS_smape,NN_OLS_mase,NN_OLS_owa,NN_OLS-revin_smape,NN_OLS-revin_mase,NN_OLS-revin_owa,NR_OLS_smape,NR_OLS_mase,NR_OLS_owa,NR_OLS-revin_smape,NR_OLS-revin_mase,NR_OLS-revin_owa,RN_OLS_smape,RN_OLS_mase,RN_OLS_owa,RN_OLS-revin_smape,RN_OLS-revin_mase,RN_OLS-revin_owa,RR_OLS_smape,RR_OLS_mase,RR_OLS_owa,RR_OLS-revin_smape,RR_OLS-revin_mase,RR_OLS-revin_owa
M4-Yearly,27,6,16.08457533916943,4.217577602868857,1.0227169083439085,199.1359361989172,1201.3522111975988,157.23051021079254,96.563891949568,3.8667478886783377,2.3907935260422275,199.9671782476399,6274.417204824953,1265.7582955980872,17.332554268413258,4.338072260252602,1.076058679501287,80.27379994703067,21.212568966043985,5.124709099423837,90.51692615196887,2.559188307174757,2.0267155365894536,131.94074146563628,24.647592967245107,7.162779059292621
M4-Quarterly,36,8,12.32398305449701,1.71626238724417,1.027697903872408,11.372746987224415,1.3106000788426102,0.8631217146335433,24.4482620034974,2.645338408345904,1.34648911578523,22.053921510379457,1.83500524984692,1.0672723077001975,13.015002115914518,1.919933021401415,1.1188493064876468,12.110077984046514,1.4364883942533366,0.9318495498378792,18.922537507765565,1.4108222882044328,0.8719943938796291,19.414533442643965,1.357693010332685,0.8706607584001269
M4-Monthly,81,18,15.284199021458983,1.23477323512489,0.9680807360501408,184.33961704772273,79.62763405304047,37.37020039793003,41.919684129533564,2.122549708801518,1.0163283714512992,190.87111541665297,120.3774714918744,32.14225442516641,14.541183092605332,1.2696102712172035,0.9586717958908798,118.0411653405482,12.95867930102529,8.834978216264512,40.948098903871255,1.8338559546787452,0.93325180988069,100.25613391978202,6.943271873204617,2.894649642932171
M4-Weekly,390,13,7.885004534473711,2.659396444685376,0.9091182896929156,7.4523221315813775,2.2526783522027003,0.8122815894912641,58.63149749481572,10.316263882239875,2.269100073841207,58.37015154867791,10.019060082351016,2.2461654860652547,8.724392365922272,4.0737979485362485,1.2095664936981108,7.873426303042832,2.6349204200958334,0.9040799286616,59.61807630026875,10.693091014044183,2.3176533138930826,58.961350913321674,10.253291275320278,2.275690340820373
M4-Daily,420,14,3.264162955698664,3.4276980210581485,1.0587091116406038,34.833739919941536,47.78194274462285,13.006686571161705,58.927475702635306,2.8854734034874405,12.73070355957082,77.96175013538779,47.41542275601424,26.05546932655372,3.3564380741021296,3.5769774419057203,1.0966267131327527,3.326293714075023,3.5171016029279567,1.0825455081952269,58.83534537880491,2.790635236714137,12.691712894513238,58.94691525166749,3.023438648174455,12.763855336015215
M4-Hourly,480,48,19.569914647993514,2.6228950848760277,1.8024245519736344,13.392201196869452,1.1048093603402147,0.9442656049976176,21.10859712804418,3.3809010180460795,1.9678754386191164,12.505092207094451,1.3147281451406485,0.910086699715756,24.76496895314673,3.981211052251241,2.5583176864653954,14.489212189098447,1.2333709012673877,1.0375637470199766,22.804156880931785,2.337673254185366,1.6373847597882905,12.920827031691696,1.0967239460354217,0.8430940139011137
