case,dataset,seq_len,pred_len,features,train_reversed,test_reversed,channels,train_windows,test_windows,mse_revin,mae_revin,dlinear_mse,dlinear_mae,mse_ratio_vs_dlinear,mae_ratio_vs_dlinear,seconds,checkpoint,mse_ols,mae_ols,mse_revin_vs_ols,mae_revin_vs_ols
NR,exchange_rate,96,96,M,False,True,8,5120,1422,0.0914012835243041,0.2072467575064931,0.089,0.208,1.026980713756226,0.99637864185814,0.1729675409151241,checkpoints/revin_ols/revin_ols_NR_exchange_rate_s96_p96_M.npz,0.1007151774739254,0.2204502127085447,0.9075224391871561,0.9401068611373591
NR,exchange_rate,96,192,M,False,True,8,5024,1326,0.2119358980178111,0.3162349313881083,0.18,0.3,1.1774216556545063,1.0541164379603611,0.1894671251066029,checkpoints/revin_ols/revin_ols_NR_exchange_rate_s96_p192_M.npz,0.2552397343854352,0.3609596607546399,0.8303405366257303,0.8760949373871089
NR,exchange_rate,96,336,M,False,True,8,4880,1182,0.3766873682087887,0.434186811057599,0.331,0.415,1.1380283027455853,1.0462332796568652,0.3082612080033868,checkpoints/revin_ols/revin_ols_NR_exchange_rate_s96_p336_M.npz,0.5408210633540828,0.5508692471191082,0.6965101652525069,0.7881848793126034
NR,exchange_rate,96,720,M,False,True,8,4496,798,0.9037089195860606,0.6941311145438078,1.033,0.78,0.8748392251559155,0.8899116853125741,0.2573201250052079,checkpoints/revin_ols/revin_ols_NR_exchange_rate_s96_p720_M.npz,1.745060766959535,1.021575956756713,0.5178667337531266,0.6794708802148465
RR,exchange_rate,96,96,M,True,True,8,5120,1422,0.0806508916737034,0.1955604083237092,0.089,0.208,0.9061897940865554,0.9401942707870636,0.1610284999478608,checkpoints/revin_ols/revin_ols_RR_exchange_rate_s96_p96_M.npz,0.1095029644860694,0.2318032753312708,0.736517883805452,0.8436481669391134
RR,exchange_rate,96,192,M,True,True,8,5024,1326,0.1739001759805565,0.2912106792876985,0.18,0.3,0.9661120887808694,0.9707022642923284,0.1775343330809846,checkpoints/revin_ols/revin_ols_RR_exchange_rate_s96_p192_M.npz,0.2903883206969996,0.3886627943134976,0.5988538917927401,0.7492630721241775
RR,exchange_rate,96,336,M,True,True,8,4880,1182,0.319705059704009,0.4069371151579105,0.331,0.415,0.9658763133051632,0.9805713618262905,0.1870198749238625,checkpoints/revin_ols/revin_ols_RR_exchange_rate_s96_p336_M.npz,0.6257735268602578,0.5948210527304999,0.5108957889415522,0.6841336790113322
RR,exchange_rate,96,720,M,True,True,8,4496,798,0.6969611178011748,0.6374248754789085,1.033,0.78,0.6746961450156581,0.8172113788191134,0.2136863329214975,checkpoints/revin_ols/revin_ols_RR_exchange_rate_s96_p720_M.npz,1.9609136524765456,1.0953951355313212,0.3554267251497506,0.5819131880385114
NN,traffic,96,96,M,False,False,862,12089,3413,0.6628450386313758,0.3856493782984092,0.41,0.279,1.6166952161740873,1.3822558361950148,12.03897849994246,checkpoints/revin_ols/revin_ols_NN_traffic_s96_p96_M.npz,0.648631942461111,0.3960947061173274,1.021912420958388,0.9736292163020623
NN,traffic,96,192,M,False,False,862,11993,3317,0.6146869902506233,0.3624307932895658,0.423,0.284,1.4531607334530103,1.2761647651041053,16.49918508308474,checkpoints/revin_ols/revin_ols_NN_traffic_s96_p192_M.npz,0.598342341433408,0.3704324417951998,1.0273165505520796,0.9783991691795239
NN,traffic,96,336,M,False,False,862,11849,3173,0.6222315624580077,0.3661174792883762,0.435,0.29,1.4304173849609372,1.262474066511642,21.41775445896201,checkpoints/revin_ols/revin_ols_NN_traffic_s96_p336_M.npz,0.6051667731221522,0.3732005572455075,1.0281984902241337,0.9810207197722062
NN,traffic,96,720,M,False,False,862,11465,2789,0.6624479812428113,0.3895436904417834,0.464,0.307,1.4276896147474385,1.268871955836428,33.25626062497031,checkpoints/revin_ols/revin_ols_NN_traffic_s96_p720_M.npz,0.6456079473866364,0.3949643513422158,1.0260839940467614,0.9862755692203328
RN,traffic,96,96,M,True,False,862,12089,3413,0.6607063403596816,0.3827689293395526,0.41,0.279,1.6114788789260528,1.3719316463783249,8.851542375050485,checkpoints/revin_ols/revin_ols_RN_traffic_s96_p96_M.npz,0.6481967387316556,0.39535670860272,1.019299081406216,0.9681609569554152
RN,traffic,96,192,M,True,False,862,11993,3317,0.6120241874639759,0.3599198024349429,0.423,0.284,1.4468656914041984,1.2673232480103624,11.426747750025244,checkpoints/revin_ols/revin_ols_RN_traffic_s96_p192_M.npz,0.5980168431964856,0.3698641549960888,1.0234229928920044,0.9731135001139782
RN,traffic,96,336,M,True,False,862,11849,3173,0.6191658141103293,0.3623932533214005,0.435,0.29,1.4233696876099524,1.2496319080048297,17.363628500024788,checkpoints/revin_ols/revin_ols_RN_traffic_s96_p336_M.npz,0.6047808930339744,0.3723321973289808,1.0237853431582318,0.9733062461992815
RN,traffic,96,720,M,True,False,862,11465,2789,0.6572136825127052,0.3826880626687258,0.464,0.307,1.416408798518761,1.246540920745035,29.01405662496109,checkpoints/revin_ols/revin_ols_RN_traffic_s96_p720_M.npz,0.6453045998816452,0.3936585384859138,1.0184549786771149,0.972132000846768
NR,traffic,96,96,M,False,True,862,12089,3413,0.66795106619036,0.38689793484742,0.41,0.279,1.6291489419277074,1.3867309492739068,10.785044415970331,checkpoints/revin_ols/revin_ols_NR_traffic_s96_p96_M.npz,0.6548172086194494,0.3970714131223929,1.0200572883516619,0.9743787189438464
NR,traffic,96,192,M,False,True,862,11993,3317,0.6160829406411491,0.3593326976560939,0.423,0.284,1.4564608525795488,1.2652559776623025,16.45760933298152,checkpoints/revin_ols/revin_ols_NR_traffic_s96_p192_M.npz,0.6023170376600553,0.3685749687767425,1.0228549121482153,0.974924311460101
NR,traffic,96,336,M,False,True,862,11849,3173,0.6301505165133358,0.3676649068058989,0.435,0.29,1.448621877042151,1.2678100234686172,21.92228979198262,checkpoints/revin_ols/revin_ols_NR_traffic_s96_p336_M.npz,0.6141508529920391,0.3753494778253166,1.0260516833011777,0.9795268903424611
NR,traffic,96,720,M,False,True,862,11465,2789,0.6877220375199763,0.3977330889104523,0.464,0.307,1.4821595636206384,1.2955475208809522,34.71041250007693,checkpoints/revin_ols/revin_ols_NR_traffic_s96_p720_M.npz,0.664711540934359,0.4015074408281461,1.0346172665413216,0.9905995467732581
RR,traffic,96,96,M,True,True,862,12089,3413,0.6664588797561981,0.3847699726518303,0.41,0.279,1.6255094628199955,1.3791038446302162,9.5485855829902,checkpoints/revin_ols/revin_ols_RR_traffic_s96_p96_M.npz,0.65466000975808,0.3963342281573914,1.018022897110331,0.9708219611530279
RR,traffic,96,192,M,True,True,862,11993,3317,0.614275442268271,0.3579689703038641,0.423,0.284,1.4521878067807823,1.2604541207882545,15.753254499984903,checkpoints/revin_ols/revin_ols_RR_traffic_s96_p192_M.npz,0.6024029247148405,0.3682229432342873,1.0197085987905032,0.9721528136178659
RR,traffic,96,336,M,True,True,862,11849,3173,0.6282621237131671,0.3653198087451033,0.435,0.29,1.4442807441682004,1.2597234784313909,17.92007616709452,checkpoints/revin_ols/revin_ols_RR_traffic_s96_p336_M.npz,0.6143027170452885,0.3747267045781906,1.0227239865306497,0.9748966494296794
RR,traffic,96,720,M,True,True,862,11465,2789,0.6830981418711702,0.3920738477589087,0.464,0.307,1.4721942712740737,1.277113510615338,32.748870584066026,checkpoints/revin_ols/revin_ols_RR_traffic_s96_p720_M.npz,0.664829196922981,0.4004566658166878,1.0274791555977731,0.9790668534866731
NN,weather,96,96,M,False,False,21,36696,10444,0.5738931798999866,0.4134418010145401,0.182,0.232,3.1532592302197067,1.782076728510949,1.1263749999925494,checkpoints/revin_ols/revin_ols_NN_weather_s96_p96_M.npz,0.195037645364608,0.2533440101144976,2.9424738943455613,1.6319383309188447
NN,weather,96,192,M,False,False,21,36600,10348,0.8135634919385747,0.5106220360908225,0.225,0.269,3.6158377419492207,1.8982231824937636,1.2999924999894574,checkpoints/revin_ols/revin_ols_NN_weather_s96_p192_M.npz,0.2354719921656459,0.2923500575944353,3.4550329508668813,1.746611717105206
NN,weather,96,336,M,False,False,21,36456,10204,1.055237778449016,0.5982329396752418,0.271,0.301,3.89386634114028,1.987484849419408,2.116694208001718,checkpoints/revin_ols/revin_ols_NN_weather_s96_p336_M.npz,0.2812729100756499,0.3303264939738943,3.7516509434385408,1.8110352956506122
NN,weather,96,720,M,False,False,21,36072,9820,1.255182331081302,0.6838956195834777,0.338,0.348,3.7135571925482305,1.9652172976536717,2.4821162500884384,checkpoints/revin_ols/revin_ols_NN_weather_s96_p720_M.npz,0.3450693811500002,0.3806315498267627,3.6374781410573185,1.7967391822741436
RN,weather,96,96,M,True,False,21,36696,10444,0.4699913205448044,0.3693541812274784,0.182,0.232,2.5823698931033214,1.5920438846011995,1.343351332936436,checkpoints/revin_ols/revin_ols_RN_weather_s96_p96_M.npz,0.1942468881161027,0.2513892270677259,2.419556498963769,1.4692522250683877
RN,weather,96,192,M,True,False,21,36600,10348,0.63354510928876,0.4450174225954502,0.225,0.269,2.8157560412833775,1.654339860949629,1.354196000029333,checkpoints/revin_ols/revin_ols_RN_weather_s96_p192_M.npz,0.2343707042745374,0.289852430937258,2.7031753445884483,1.5353240997719266
RN,weather,96,336,M,True,False,21,36456,10204,0.846040886392218,0.5337201015536255,0.271,0.301,3.121922090008184,1.773156483566862,1.5439629160100594,checkpoints/revin_ols/revin_ols_RN_weather_s96_p336_M.npz,0.2797619322727223,0.3274345989650091,3.0241458497200613,1.6300052078817144
RN,weather,96,720,M,True,False,21,36072,9820,1.1519426719226886,0.6527990506180118,0.338,0.348,3.4081144139724513,1.875859340856356,2.45711195806507,checkpoints/revin_ols/revin_ols_RN_weather_s96_p720_M.npz,0.3422565031222454,0.3763703304431792,3.365729099123191,1.7344593816662845
NR,weather,96,96,M,False,True,21,36696,10444,0.5689352634936843,0.4105600663528392,0.182,0.232,3.12601793128398,1.7696554584174105,1.0856300829909742,checkpoints/revin_ols/revin_ols_NR_weather_s96_p96_M.npz,0.1943434650864698,0.2513551742508625,2.9274730860672173,1.6333861738731659
NR,weather,96,192,M,False,True,21,36600,10348,0.7950940767821306,0.5026082480609766,0.225,0.269,3.533751452365025,1.8684321489255635,1.3561515409965068,checkpoints/revin_ols/revin_ols_NR_weather_s96_p192_M.npz,0.2337256266089449,0.2909818211339663,3.401826698757481,1.7272840141775685
NR,weather,96,336,M,False,True,21,36456,10204,1.0100610645972967,0.5840068146349557,0.271,0.301,3.7271625999900246,1.9402219755314143,1.849971582996659,checkpoints/revin_ols/revin_ols_NR_weather_s96_p336_M.npz,0.2749141255043434,0.3298627735778339,3.674096639247948,1.7704538414582707
NR,weather,96,720,M,False,True,21,36072,9820,1.1991169202838827,0.6513729269638612,0.338,0.348,3.5476831961061617,1.8717612843789115,2.4355187920155004,checkpoints/revin_ols/revin_ols_NR_weather_s96_p720_M.npz,0.3284954342946988,0.3779209325230208,3.6503305528689167,1.7235693260366922
RR,weather,96,96,M,True,True,21,36696,10444,0.466489742263951,0.3665086968822096,0.182,0.232,2.563130451999731,1.579778865871593,1.3896770420251414,checkpoints/revin_ols/revin_ols_RR_weather_s96_p96_M.npz,0.1936322870333997,0.2495028987770713,2.409152674953873,1.4689556661611454
RR,weather,96,192,M,True,True,21,36600,10348,0.6210470809626031,0.4377523552424023,0.225,0.269,2.7602092487226804,1.6273321756223134,1.5758240000577644,checkpoints/revin_ols/revin_ols_RR_weather_s96_p192_M.npz,0.2327570122780564,0.2886032196196126,2.6682207117381593,1.516796506356972
RR,weather,96,336,M,True,True,21,36456,10204,0.8105464841605284,0.5210320892365637,0.271,0.301,2.99094643601671,1.7310036187261255,1.7789031669963151,checkpoints/revin_ols/revin_ols_RR_weather_s96_p336_M.npz,0.2736733512229941,0.327061065617157,2.9617296698357753,1.5930728050842364
RR,weather,96,720,M,True,True,21,36072,9820,1.0984084866696833,0.6210633199228546,0.338,0.348,3.249729250502021,1.784664712421996,2.9085227500181645,checkpoints/revin_ols/revin_ols_RR_weather_s96_p720_M.npz,0.3267928583390224,0.3741215511428444,3.3611765332098207,1.6600575883043012
NN,illness,104,24,M,False,False,7,549,170,2.0041221562967184,0.8834315353971625,1.683,0.858,1.190803420259488,1.029640484145877,0.0216836659237742,checkpoints/revin_ols/revin_ols_NN_illness_s104_p24_M.npz,2.1952276006802394,1.0237821211113034,0.9129450429995036,0.8629097121155114
NN,illness,104,36,M,False,False,7,537,158,1.8303462060284357,0.8765634410511124,1.703,0.859,1.074777572535781,1.020446380734706,0.0209882500348612,checkpoints/revin_ols/revin_ols_NN_illness_s104_p36_M.npz,2.221240641577469,1.0468768526077767,0.8240197715491872,0.8373128499952859
NN,illness,104,48,M,False,False,7,525,146,1.7507855288495469,0.8747196265983883,1.719,0.884,1.0184907090456934,0.9895018400434256,0.0199801250128075,checkpoints/revin_ols/revin_ols_NN_illness_s104_p48_M.npz,2.2623476904067825,1.0686957001628437,0.7738799550014109,0.818492697654816
NN,illness,104,60,M,False,False,7,513,134,1.66033396369807,0.8712941037188072,1.819,0.917,0.912772932214442,0.9501571469125488,0.0312453339574858,checkpoints/revin_ols/revin_ols_NN_illness_s104_p60_M.npz,2.385154406727298,1.1037811236802175,0.6961117313894308,0.789372172640302
RN,illness,104,24,M,True,False,7,549,170,2.096033523902503,0.9864895652645296,1.683,0.858,1.2454150468820575,1.1497547380705473,0.0211145830107852,checkpoints/revin_ols/revin_ols_RN_illness_s104_p24_M.npz,2.2874501164990253,1.0470157095061086,0.9163187904226353,0.9421917515734983
RN,illness,104,36,M,True,False,7,537,158,2.0771716260469573,1.0029133009252162,1.703,0.859,1.2197132272736095,1.1675358567231855,0.0225113329943269,checkpoints/revin_ols/revin_ols_RN_illness_s104_p36_M.npz,2.355466011335429,1.0802279831097088,0.8818516658915011,0.9284274399539968
RN,illness,104,48,M,True,False,7,525,146,2.1045839272431692,1.0252667940230418,1.719,0.884,1.2243071129977714,1.159804065636925,0.0229526669718325,checkpoints/revin_ols/revin_ols_RN_illness_s104_p48_M.npz,2.4582414386703997,1.1193750933636102,0.8561339395456149,0.9159278244633956
RN,illness,104,60,M,True,False,7,513,134,2.2001713828221336,1.0601838731819857,1.819,0.917,1.2095499630687925,1.156143809358763,0.0316334998933598,checkpoints/revin_ols/revin_ols_RN_illness_s104_p60_M.npz,2.654470007298234,1.1710540626607988,0.8288552429573339,0.905324448277904
NR,illness,104,24,M,False,True,7,549,170,1.4131043905956808,0.8555414017047708,1.683,0.858,0.8396342190110997,0.9971345008214112,0.030732583021745,checkpoints/revin_ols/revin_ols_NR_illness_s104_p24_M.npz,0.6480650432335563,0.5638163550725419,2.1804977839028603,1.5174114656441544
NR,illness,104,36,M,False,True,7,537,158,1.5426222879833806,0.9179386971087002,1.703,0.859,0.905826358181668,1.0686131514653088,0.0220030000200495,checkpoints/revin_ols/revin_ols_NR_illness_s104_p36_M.npz,0.6523722742391049,0.5776524154605897,2.36463496211978,1.5890848415768923
NR,illness,104,48,M,False,True,7,525,146,1.5906611922978726,0.9492497939395426,1.719,0.884,0.9253410077358188,1.073811984094505,0.023527874960564,checkpoints/revin_ols/revin_ols_NR_illness_s104_p48_M.npz,0.6513003638669457,0.5863676326226168,2.442285127638635,1.6188645844824023
NR,illness,104,60,M,False,True,7,513,134,1.7272783008207475,1.004904036988581,1.819,0.917,0.9495757563610489,1.0958604547312771,0.0230222499230876,checkpoints/revin_ols/revin_ols_NR_illness_s104_p60_M.npz,0.7009904924048795,0.6126794281636629,2.464053820323575,1.6401791716762923
RR,illness,104,24,M,True,True,7,549,170,1.0011597340620764,0.6702657479250428,1.683,0.858,0.594866152146213,0.7811955104021477,0.02378454094287,checkpoints/revin_ols/revin_ols_RR_illness_s104_p24_M.npz,0.661330867893932,0.5612086059463105,1.5138560479572958,1.1943254982607403
RR,illness,104,36,M,True,True,7,537,158,0.9863345599525444,0.6837392034098585,1.703,0.859,0.579174726924571,0.7959711331895908,0.022876749979332,checkpoints/revin_ols/revin_ols_RR_illness_s104_p36_M.npz,0.6512002886524757,0.5705719919231085,1.5146408518853083,1.1983399344670262
RR,illness,104,48,M,True,True,7,525,146,0.93074919923476,0.6788741062184956,1.719,0.884,0.541448050747388,0.7679571337313299,0.0224240829702466,checkpoints/revin_ols/revin_ols_RR_illness_s104_p48_M.npz,0.6308531161309939,0.5689495468105507,1.4753817892555101,1.1932061639281835
RR,illness,104,60,M,True,True,7,513,134,0.9389677377635764,0.696809285986876,1.819,0.917,0.5161999657853636,0.7598792649802355,0.0211781669640913,checkpoints/revin_ols/revin_ols_RR_illness_s104_p60_M.npz,0.6613957751166054,0.5830303764427566,1.4196760443443028,1.1951509117557797
