epoch,train_mse,val_mse
1,1.2161185867786408,0.1672063022851944
2,1.1016671115557353,0.06981289386749268
3,1.0438927765687307,0.047235630452632904
4,1.0254846998850504,0.04199688881635666
5,1.01149755358696,0.040942490100860596
6,0.9955706024169921,0.038494985550642014
7,0.979609748284022,0.04143363609910011
8,0.9650840425491333,0.03717132657766342
9,0.9518060706456503,0.03132179006934166
10,0.9409228079319,0.02983167953789234
11,0.9362027538617452,0.02899850532412529
12,0.9352960486014684,0.030246004462242126
13,0.9272805315653483,0.02795523591339588
14,0.9258003417650859,0.02638394758105278
15,0.9235293620427449,0.02811618521809578
16,0.9228103181123734,0.028545666486024857
17,0.9231779341896375,0.026796165853738785
18,0.9217293030420939,0.024120233952999115
