epoch,train_mse,val_mse
1,1.2220904919306437,0.2337513566017151
2,1.193179916381836,0.23311853408813477
3,1.1482471766471862,0.23303182423114777
4,1.1346155352592469,0.23301047086715698
5,1.1344585399627685,0.23317667841911316
6,1.1338290430704752,0.23283980786800385
7,1.133267488002777,0.23331551253795624
8,1.133197874069214,0.2328156679868698
9,1.1333465557098388,0.23289544880390167
10,1.1329058380126953,0.2331649214029312
11,1.1339010277986525,0.23396234214305878
12,1.1332434428532918,0.23300036787986755
