epoch,train_mse,val_mse
1,1.1980948596000671,0.155636727809906
2,1.085955800374349,0.1064666360616684
3,1.0366554854710897,0.09312428534030914
4,1.0098616362015407,0.08976105600595474
5,0.995351879755656,0.08537328243255615
6,0.9857818315823873,0.07583556324243546
7,0.9759872675736745,0.06673099845647812
8,0.9660000975926717,0.05720476806163788
9,0.957379732688268,0.048528652638196945
10,0.9512969160079956,0.04403205215930939
11,0.9482227636774381,0.041761547327041626
12,0.9457891964912415,0.039132263511419296
13,0.9440492815971374,0.03711913526058197
14,0.9424447189172109,0.03556393086910248
15,0.9398672034740448,0.0341297872364521
16,0.9383558049201965,0.03345438092947006
17,0.9380468463102977,0.03260185196995735
18,0.9360498673915864,0.03068925440311432
