epoch,train_mse,val_mse
1,1.1911497348149618,0.15046440064907074
2,1.073242376645406,0.09265270829200745
3,1.0324077588717142,0.09261497855186462
4,1.007545723438263,0.08600752055644989
5,0.9894119931856791,0.07853125035762787
6,0.9773231644233068,0.06872312724590302
7,0.9662944199244181,0.05461674928665161
8,0.9564943733215332,0.04778033494949341
9,0.9505579514503479,0.04313606768846512
10,0.9475939169327418,0.04162214323878288
11,0.9457953821818034,0.03810327127575874
12,0.9439465088844299,0.03724367171525955
13,0.9425287387371063,0.0357280857861042
14,0.9409176926612854,0.037267960608005524
15,0.9403600829442342,0.03368103504180908
16,0.9387185949881871,0.031991146504879
17,0.9377301392952601,0.031500574201345444
18,0.9357440778414409,0.03125740587711334
