epoch,train_mse,val_mse
1,1.2225495862960816,0.23323987424373627
2,1.183977739016215,0.23263750970363617
3,1.1417219839096069,0.23328974843025208
4,1.130255962530772,0.23258966207504272
5,1.1270881582895915,0.23561698198318481
6,1.1298410046895344,0.23390567302703857
7,1.1231420806248982,0.2332897186279297
8,1.123087347984314,0.23227864503860474
9,1.1222439017295838,0.23384128510951996
10,1.1203288062413534,0.23474058508872986
11,1.120160254160563,0.23407816886901855
12,1.1228593889872234,0.23474116623401642
