epoch,train_mse,val_mse
1,0.7385015416401408,0.508444607257843
2,0.4496092320278645,0.4473468065261841
3,0.40849953390378363,0.4757458567619324
4,0.3970450443309473,0.41993558406829834
5,0.3850435382135522,0.434788316488266
6,0.3783253574388269,0.44595181941986084
7,0.36846613878328455,0.45911043882369995
8,0.36121431882317384,0.5222593545913696
