epoch,train_mse,val_mse
1,0.7195969623762527,0.5340409874916077
2,0.4576546851911973,0.44378116726875305
3,0.4203730010008555,0.44938886165618896
4,0.410946029186926,0.4323275089263916
5,0.4028964264673063,0.45858561992645264
6,0.3963710771698771,0.4417494237422943
7,0.3930960115786487,0.42716723680496216
8,0.38943666728350773,0.43007656931877136
9,0.38582459615241677,0.4345105290412903
10,0.38525249566082587,0.4457654654979706
11,0.3847970801502279,0.42705315351486206
12,0.38187801932100573,0.4344785213470459
13,0.3795598082333461,0.4609989523887634
14,0.3809793370406943,0.42909517884254456
15,0.3771814150707738,0.4386093020439148
