epoch,train_mse,val_mse
1,0.588528484026591,0.27213963866233826
2,0.2801662073135376,0.21904291212558746
3,0.2504884222348531,0.19929003715515137
4,0.2369804261525472,0.19193333387374878
5,0.22807720998922984,0.1888769567012787
6,0.2244138029019038,0.18697284162044525
7,0.22041455721855163,0.18508650362491608
8,0.2188256203730901,0.1830865889787674
9,0.21777751155694325,0.18452265858650208
10,0.21602620601654052,0.1814454346895218
11,0.21436270467440288,0.17980368435382843
12,0.21603989966710407,0.181812584400177
13,0.21402960487206776,0.18190374970436096
14,0.21597271919250488,0.18256279826164246
15,0.21328845985730488,0.18054412305355072
