epoch,train_mse,val_mse
1,1.0423186725167102,0.9617573022842407
2,0.7166821612861963,0.6141862273216248
3,0.5183459500093152,0.49061962962150574
4,0.447093319859021,0.44485798478126526
5,0.4211050209977638,0.4325694143772125
6,0.40840764810050195,0.43097126483917236
7,0.3984140614628552,0.4141586124897003
8,0.38332373042094775,0.4058320224285126
9,0.3719564283941043,0.38721558451652527
10,0.3600768464065075,0.3756670653820038
11,0.3475301130928857,0.3857051730155945
12,0.3467714094540003,0.37883973121643066
13,0.331128108507078,0.3597078323364258
14,0.32903408196807993,0.3563072979450226
15,0.32073535052103774,0.3553410768508911
16,0.31869012607859637,0.37122973799705505
17,0.3163308781524398,0.3473973870277405
18,0.31222609882665703,0.3428035378456116
