epoch,train_mse,val_mse
1,1.2210002148946126,0.23470596969127655
2,1.1827841574350992,0.24316011369228363
3,1.140994971593221,0.2357952892780304
4,1.1236531963348388,0.23483864963054657
5,1.1188249219258626,0.23568668961524963
